epoch;accuracy;loss;val_accuracy;val_loss
0;0.86365926;0.3224676251411438;0.9040178656578064;0.2134198248386383
0;0.53349876;7.404985136547988;0.5333333611488342;7.6183180809021
0;0.8633678;0.4500999757217574;0.9165826439857483;0.2075473815202713
1;0.9282681;0.1952766665078219;0.920953094959259;0.22621214389801025
2;0.9342381;0.1819553926462378;0.9287695288658142;0.20426952838897705
3;0.9405465;0.16910141999941045;0.9218356013298035;0.27115118503570557
4;0.94196206;0.1652930138998581;0.9297780990600586;0.20120811462402344
5;0.94294685;0.16276439253272004;0.9360817074775696;0.18743495643138885
6;0.9477474;0.15206898321135767;0.9311649203300476;0.12848171591758728
7;0.9480859;0.1500593732431685;0.9299041628837585;0.16337592899799347
8;0.9498092;0.14740283650784936;0.9336863160133362;0.21009507775306702
9;0.9498032;0.14553490905897823;0.9363338351249695;0.1667388677597046
10;0.94996923;0.14640705443808597;0.9275088310241699;0.2811093032360077
11;0.9530712;0.14001943091786243;0.9331820607185364;0.21282106637954712
12;0.9536251;0.1386477276205958;0.9382249116897583;0.1979285329580307
13;0.9542405;0.13736383514208256;0.936964213848114;0.23294797539710999
14;0.95464057;0.13423686109919786;0.935703456401825;0.28863072395324707
15;0.9560869;0.13049703791686199;0.9359556436538696;0.25374865531921387
16;0.9561792;0.13236474290541508;0.9326777458190918;0.2017286866903305
17;0.95737934;0.12926367994953647;0.9379727840423584;0.20324164628982544
18;0.95685625;0.12942625010676834;0.9330559968948364;0.3644736707210541
19;0.95725626;0.1266944148361771;0.9336863160133362;0.2841144800186157
20;0.95901036;0.12428054069721423;0.9300302863121033;0.380722314119339
21;0.9590411;0.12262752223695692;0.9338123798370361;0.19050981104373932
22;0.95981044;0.1240997242918747;0.9383509755134583;0.2975519299507141
23;0.95952266;0.12333719866482291;0.932173490524292;0.275154709815979
24;0.9611145;0.12064426265326626;0.9345688223838806;0.19152367115020752
25;0.96112204;0.12103602674415731;0.937090277671814;0.225045844912529
26;0.9624384;0.11591280972208882;0.9315431118011475;0.2668623924255371
27;0.9608875;0.12013641236040876;0.930786669254303;0.43687117099761963
28;0.9609798;0.11885982933800424;0.9365859627723694;0.17398756742477417
29;0.9624139;0.11481563547464806;0.9244831204414368;0.5201372504234314
30;0.9636571;0.1124224349313449;0.9349470734596252;0.32723385095596313
31;0.96339285;0.11376418236808236;0.9333081245422363;0.15964776277542114
32;0.9633186;0.10968033610996737;0.9356098771095276;0.2132478654384613
33;0.96285695;0.11523043466268766;0.9364598989486694;0.2656833827495575
34;0.9630416;0.11167702980886123;0.9382249116897583;0.20054657757282257
35;0.9643648;0.10885341722996936;0.9277609586715698;0.3379615843296051
36;0.96445715;0.10933965624317872;0.9331820607185364;0.25971707701683044
37;0.96362627;0.10945257104305961;0.9309127330780029;0.343986451625824
38;0.96424174;0.10990825406234879;0.9322995543479919;0.2016133964061737
39;0.96613556;0.10598675516529346;0.9324256181716919;0.21300899982452393
40;0.9668719;0.10209171372681415;0.9304084777832031;0.3857520520687103
41;0.96528804;0.10556843208450804;0.9331820607185364;0.22676613926887512
42;0.96707284;0.10321898562517265;0.9360817074775696;0.24783118069171906
43;0.9666277;0.10072928843066448;0.9312909841537476;0.2865508496761322
44;0.9662728;0.10520801711910056;0.9311649203300476;0.1847108006477356
45;0.96751845;0.09931083592801845;0.9388552904129028;0.3217809200286865
46;0.966919;0.10071879835888296;0.9331820607185364;0.25634169578552246
47;0.96782726;0.0983666001459745;0.9243570566177368;0.14518725872039795
48;0.9678114;0.09750907508273948;0.9341906309127808;0.37894904613494873
49;0.9670259;0.09870636153030278;0.9330559968948364;0.392194926738739
50;0.9673191;0.09817132385881414;0.9350731372833252;0.34600263833999634
51;0.9679345;0.09612057690753073;0.9372163414955139;0.14281950891017914
52;0.96899605;0.0939074870286964;0.9261220097541809;0.5133328437805176
53;0.9688577;0.09535210327612596;0.9399899244308472;0.1958809792995453
54;0.9686884;0.09441781201643015;0.932173490524292;0.2584901452064514
55;0.9689808;0.09338891125412072;0.9367120265960693;0.3388611376285553
56;0.9691498;0.09333057246926263;0.9345688223838806;0.508330762386322
57;0.96867305;0.09449035619123707;0.9335602521896362;0.24777856469154358
58;0.96942735;0.08993175207027074;0.9249873757362366;0.3743550777435303
59;0.9690268;0.09112785046729516;0.9344427585601807;0.2515053153038025
60;0.9698732;0.08909326280751056;0.9241048693656921;0.46131864190101624
61;0.971258;0.08539264172990589;0.9304084777832031;0.2982421815395355
62;0.9693042;0.08994818588562786;0.9268784523010254;0.39957839250564575
63;0.9711965;0.08542723757462922;0.9338123798370361;0.2626967430114746
64;0.9703802;0.08733302568943482;0.9279233813285828;0.2644127607345581
65;0.97149014;0.08426091847161354;0.9358295798301697;0.27573564648628235
66;0.97076565;0.08513862168455817;0.9254916906356812;0.2273707091808319
67;0.9715965;0.0856928455930869;0.9293999075889587;0.28020668029785156
68;0.9716273;0.08444766666518239;0.9316691756248474;0.3995788097381592
69;0.97131956;0.08228124302854566;0.9314170479774475;0.42538002133369446
70;0.9705194;0.0847560988013701;0.9304084777832031;0.2657277286052704
71;0.97299457;0.07973432857689895;0.9348209500312805;0.3915337026119232
72;0.9723522;0.08084445096956099;0.9244831204414368;0.20617862045764923
73;0.9720103;0.08126816426323155;0.9319213032722473;0.31646955013275146
74;0.97039634;0.08373671849700748;0.9317952394485474;0.46605396270751953
75;0.97310436;0.07779927665100844;0.9335602521896362;0.28073549270629883
76;0.97219825;0.07892521644387339;0.9253656268119812;0.3998228907585144
