epoch;accuracy;loss;val_accuracy;val_loss
77;0.97193503;0.07992302262830006;0.9270045161247253;0.26262107491493225
78;0.97267354;0.0779827668536537;0.9328038096427917;0.29658088088035583
79;0.9738558;0.07467781702481856;0.9251134395599365;0.6410130262374878
80;0.9715965;0.07840281586263169;0.922592043876648;0.42625099420547485
81;0.9734429;0.07525006845659485;0.9287695288658142;0.42606067657470703
82;0.974243;0.0743757354059811;0.9295259714126587;0.29745087027549744
83;0.97410715;0.07284135134165803;0.9319213032722473;0.5920094847679138
84;0.9729023;0.07571475853131512;0.935577392578125;0.3853793442249298
85;0.97276586;0.07767678403255682;0.930660605430603;0.3130732476711273
86;0.97464305;0.07102098669223983;0.9288955926895142;0.22300130128860474
87;0.97470456;0.06992342777216394;0.9268784523010254;0.4771173596382141
88;0.97470456;0.07311587976791599;0.9266263246536255;0.21413180232048035
89;0.9739968;0.07117241642661191;0.9292738437652588;0.4753098487854004
90;0.9738916;0.07319193554702651;0.9288955926895142;0.23036648333072662
91;0.9747478;0.07003171287301019;0.9239788055419922;0.4996999502182007
92;0.9751354;0.06947456760646556;0.9346948862075806;0.41934460401535034
93;0.97381216;0.07332594834308445;0.92725670337677;0.232418954372406
94;0.9750739;0.06954750555495451;0.9291477799415588;0.27836304903030396
95;0.973984;0.07167790768475368;0.9297780990600586;0.396903395652771
96;0.9742122;0.0695922319313712;0.930443525314331;0.4608796238899231
97;0.97591656;0.06702790346260615;0.922592043876648;0.40403515100479126
98;0.9747354;0.06842459745591406;0.9256177544593811;0.6896004676818848
99;0.97476614;0.06764755121435455;0.9311649203300476;0.48133647441864014
100;0.97553545;0.06700781434370871;0.9283913373947144;0.2440977841615677
101;0.97492;0.0669597984534188;0.9331820607185364;0.49147820472717285
102;0.97532004;0.06720349018002073;0.9322995543479919;0.36530178785324097
103;0.975597;0.06528563418525125;0.925995945930481;0.575704038143158
104;0.97540027;0.06487047613180917;0.9317952394485474;0.468346506357193
105;0.9750861;0.06665074217360555;0.9281392097473145;0.5767839550971985
106;0.9756893;0.0659838954123413;0.9265002608299255;0.4591725170612335
